Paper	Outlet	Year	PaperID	Empirical Exp./Analysis	human?	"Averaged or single task? (s: single tasks; a: averaged; na = not applicable)"	Explanation	Task (to evaluate whether aggregation makes sense or not)
Augmenting and structuring user queries to support efficient free-form code search	EMSE	2018	EMSE2018_74	yes	yes	s, but only one task per condition	Only part. RQ2 = survey, RQ3 = user study. Only two implementation tasks, each discussed. participants should solve two tasks, one with the developed GIT search engine and the other with google/baidu	Two implementations with different search engines
Using human error information for error prevention	EMSE	2018	EMSE2018_31	yes	yes	s, but too different to be aggregated	2 tasks: write requirements document and inpsect  requirements document	
Architecture consistency: State of the practice, challenges and requirements	EMSE	2018	EMSE2018_3	yes	yes	na	Qualitative work: interviews/grounded theory	
Code smells for Model-View-Controller architectures	EMSE	2018	EMSE2018_4	yes	yes	na	Multiple studies, interviews/surveys	
System requirements-OSS components: matching and mismatch resolution practices – an empirical study	EMSE	2018	EMSE2018_6	yes	yes	na	semi-structured interviews	
The impact of rapid release cycles on the integration delay of fixed issues	EMSE	2018	EMSE2018_14	yes	yes	na	Qualitative work: interviews	
Exploring software development at the very large-scale: a revelatory case study and research agenda for agile method adaptation	EMSE	2018	EMSE2018_18	yes	yes	na	Group interviews	
Empirical software engineering experts on the use of students and professionals in experiments	EMSE	2018	EMSE2018_20	yes	yes	na	focus group, survey	
An industrial case study on the use of UML in software maintenance and its perceived benefits and hurdles	EMSE	2018	EMSE2018_22	yes	yes	na	semi-structured interviews	
Privacy by designers: software developers’ privacy mindset	EMSE	2018	EMSE2018_26	yes	yes	na	semi-structured interviews	
Do developers update their library dependencies?	EMSE	2018	EMSE2018_38	yes	yes	na	Only a smaller part, survey	
Comparison of release engineering practices in a large mature company and a startup	EMSE	2018	EMSE2018_39	yes	yes	na	interviews	
Open innovation using open source tools: a case study at Sony Mobile	EMSE	2018	EMSE2018_51	yes	yes	na	Interviews	
Large-scale agile transformation at Ericsson: a case study	EMSE	2018	EMSE2018_56	yes	yes	na	interviews, observation	
Factors and actors leading to the adoption of a JavaScript framework	EMSE	2018	EMSE2018_58	yes	yes	na	interviews	
On the challenges of open-sourcing proprietary software projects	EMSE	2018	EMSE2018_59	yes	yes	na	Only part of the study, survey	
Getting the most from map data structures in Android	EMSE	2018	EMSE2018_69	yes	yes	na	survey	
How the R community creates and curates knowledge: an extended study of stack overflow and mailing lists	EMSE	2018	EMSE2018_90	yes	yes	na	Only small part: survey.	
Does syntax highlighting help programming novices?	EMSE	2018	EMSE2018_27	yes	yes	both	"Discussion largely based on ""task groups"", but results are listed per task; also aggregation over all tasks"	Various program comprehension tasks
Program comprehension of domain-specific and general-purpose languages: replication of a family of experiments using integrated development environments	EMSE	2018	EMSE2018_36	yes	yes	Both	Seems largely on averages, but Table 11 provides data for individual questions	Various program comprehension tasks
An empirical study on the impact of AspectJ on software evolvability	EMSE	2018	EMSE2018_60	yes	yes	both	Only a single task for each participant. Data shown per participant, but in the analysis also averaged per group.	
On the impact of state-based model-driven development on maintainability: a family of experiments using UniMod	EMSE	2018	EMSE2018_66	yes	yes	av	Multiple experiments, based on brief skimming I saw only averaged results	
Do software models based on the UML aid in source-code comprehensibility? Aggregating evidence from 12 controlled experiments	EMSE	2018	EMSE2018_72	yes	yes?		Meta analyses of human studies	
Domain-specific cross-language relevant question retrieval	EMSE	2018	EMSE2018_85	yes	yes?	aggregated	"evaluate whether translation of English->Chinese is correct; sumamrized over all statements that participants had to evaluate"	
Challenges and pitfalls on surveying evidence in the software engineering technical literature: an exploratory study with novices	EMSE	2018	EMSE2018_65	yes	yes	s, but only one task	participants should plan an SLR	
Inference of development activities from interaction with uninstrumented applications	EMSE	2018	EMSE2018_8	yes	yes	both	collected data from participants used as baseline, classifier on both, the single data and the aggregated data	
Using frame semantics for classifying and summarizing application store reviews	EMSE	2018	EMSE2018_33	yes	yes		participants were used to generate a ground truth to compare against a classifier (for whether App reviews are informative)	
Understanding semi-structured merge conflict characteristics in open-source Java projects	EMSE	2018	EMSE2018_1	yes	no			
An empirical study on the interplay between semantic coupling and co-change of software classes	EMSE	2018	EMSE2018_2	yes	no			
Empirical study on the discrepancy between performance testing results from virtual and physical environments	EMSE	2018	EMSE2018_5	yes	no			
Analyzing a decade of Linux system calls	EMSE	2018	EMSE2018_7	yes	no			
The need for software specific natural language techniques	EMSE	2018	EMSE2018_9	yes	no			
Analyzing the effects of test driven development in GitHub	EMSE	2018	EMSE2018_10	yes	no			
Sentiment Polarity Detection for Software Development	EMSE	2018	EMSE2018_11	yes	no			
Impact of incorrect and new requirements on waterfall software project outcomes	EMSE	2018	EMSE2018_12	yes	no			
An exploratory study on assessing the energy impact of logging on Android applications	EMSE	2018	EMSE2018_13	yes	no			
An empirical study of the integration time of fixed issues	EMSE	2018	EMSE2018_15	yes	no			
Correctness attraction: a study of stability of software behavior under runtime perturbation	EMSE	2018	EMSE2018_16	yes	no			
How does developer interaction relate to software quality? an examination of product development data	EMSE	2018	EMSE2018_17	yes	no			
FEVER: An approach to analyze feature-oriented changes and artefact co-evolution in highly configurable systems	EMSE	2018	EMSE2018_19	yes	no			
Early prediction of merged code changes to prioritize reviewing tasks	EMSE	2018	EMSE2018_21	yes	no			
Detecting requirements defects with NLP patterns: an industrial experience in the railway domain	EMSE	2018	EMSE2018_23	yes	no			
Data-efficient performance learning for configurable systems	EMSE	2018	EMSE2018_24	yes	no			
Reducing user input requests to improve IT support ticket resolution process	EMSE	2018	EMSE2018_25	yes	no			
Studying the dialogue between users and developers of free apps in the Google Play Store	EMSE	2018	EMSE2018_28	yes	no			
Studying and detecting log-related issues	EMSE	2018	EMSE2018_29	yes	no			
Studying the consistency of star ratings and the complaints in 1 & 2-star user reviews for top free cross-platform Android and iOS apps	EMSE	2018	EMSE2018_30	yes	no			
Identifying self-admitted technical debt in open source projects using text mining	EMSE	2018	EMSE2018_32	yes	no			
Examining the stability of logging statements	EMSE	2018	EMSE2018_34	yes	no			
How effective are mutation testing tools? An empirical analysis of Java mutation testing tools with manual analysis and real faults	EMSE	2018	EMSE2018_35	yes	no			
On the correctness of electronic documents: studying, finding, and localizing inconsistency bugs in PDF readers and files	EMSE	2018	EMSE2018_37	yes	no			
Overfitting in semantics-based automated program repair	EMSE	2018	EMSE2018_40	yes	no			
Genetic Algorithm-based Test Generation for Software Product Line with the Integration of Fault Localization Techniques	EMSE	2018	EMSE2018_41	yes	no			
Studying software logging using topic models	EMSE	2018	EMSE2018_42	yes	no			
An empirical study of early access games on the Steam platform	EMSE	2018	EMSE2018_43	yes	no			
Effect sizes and their variance for AB/BA crossover design studies	EMSE	2018	EMSE2018_44	yes	no			
Are tweets useful in the bug fixing process? An empirical study on Firefox and Chrome	EMSE	2018	EMSE2018_45	yes	no			
Is cloned code really stable?	EMSE	2018	EMSE2018_46	yes	no			
What are the effects of history length and age on mining software change impact?	EMSE	2018	EMSE2018_47	yes	no			
Are vulnerabilities discovered and resolved like other defects?	EMSE	2018	EMSE2018_48	yes	no			
Do automated program repair techniques repair hard and important bugs?	EMSE	2018	EMSE2018_49	yes	no			
An empirical study of Android Wear user complaints	EMSE	2018	EMSE2018_50	yes	no			
An exploratory qualitative and quantitative analysis of emotions in issue report comments of open source systems	EMSE	2018	EMSE2018_52	yes	no			
A multi-view context-aware approach to Android malware detection and malicious code localization	EMSE	2018	EMSE2018_53	yes	no			
App store mining is not enough for app improvement	EMSE	2018	EMSE2018_54	yes	no			
Improved representation and genetic operators for linear genetic programming for automated program repair	EMSE	2018	EMSE2018_55	yes	no			
On the diffuseness and the impact on maintainability of code smells: a large scale empirical investigation	EMSE	2018	EMSE2018_57	yes	no			
Semi-automatic rule-based domain terminology and software feature-relevant information extraction from natural language user manuals	EMSE	2018	EMSE2018_61	yes	no			
A comparison of code similarity analysers	EMSE	2018	EMSE2018_62	yes	no			
Evolving software trace links between requirements and source code	EMSE	2018	EMSE2018_63	yes	no		A controlled experiment conducted in earlier work is briefly summarized.	
Revisiting the performance of automated approaches for the retrieval of duplicate reports in issue tracking systems that perform just-in-time duplicate retrieval	EMSE	2018	EMSE2018_64	yes	no			
Aggregating Association Rules to Improve Change Recommendation	EMSE	2018	EMSE2018_67	yes	no			
Toward the development of a conventional time series based web error forecasting framework	EMSE	2018	EMSE2018_68	yes	no			
Cloned and non-cloned Java methods: a comparative study	EMSE	2018	EMSE2018_70	yes	no			
On the reaction to deprecation of clients of 4 + 1 popular Java APIs and the JDK	EMSE	2018	EMSE2018_71	yes	no			
